Date,EUR/JPY,USD/NOK,USD/ZAR,RUB/USD,NOK/SEK,NZD/JPY,AUD/NZD,EUR/USD,GBP/JPY,GBP/CHF,GBP/USD,USD/AUD
10/05/2012,103.39,5.88755,8.15325,0.03298,1.1835,62.23,1.2794,1.2964,129.02,1.4945,1.6142,1.006
11/05/2012,103.28,5.8945,8.25075,0.03288,1.1871,62.06,1.2734,1.2934,128.3,1.4902,1.6058,0.999
14/05/2012,102.48,5.95205,8.32975,0.0327,1.1894,61.545,1.2768,1.2857,128.55,1.5021,1.6092,0.9934
15/05/2012,102.09,6.03755,8.446,0.03236,1.1951,61.245,1.2873,1.2748,128.42,1.5054,1.5992,0.9915
16/05/2012,102.11,5.9999,8.46375,0.03195,1.2,60.83,1.2926,1.2737,127.71,1.4984,1.5903,0.9887
17/05/2012,100.71,6.02555,8.453,0.03189,1.2022,60.16,1.2921,1.2727,125.32,1.4901,1.5806,0.9899
18/05/2012,101.02,6.01325,8.5035,0.0317,1.1966,59.03,1.2994,1.2752,124.91,1.4861,1.5793,0.9787
21/05/2012,101.61,5.9705,8.377,0.03196,1.1974,59.985,1.2917,1.2802,125.39,1.4807,1.5796,0.985
22/05/2012,101.41,5.997,8.4245,0.03187,1.1977,60.235,1.2943,1.2731,126.36,1.4857,1.5765,0.9816
23/05/2012,100.02,6.0248,8.5415,0.03134,1.1965,59.035,1.2954,1.2585,124.61,1.4943,1.568,0.9708
24/05/2012,99.75,6.06905,8.5125,0.0313,1.1924,59.165,1.2936,1.2537,124.48,1.4968,1.5642,0.9704
25/05/2012,99.74,6.0423,8.518,0.031,1.1926,59.665,1.2908,1.2528,124.55,1.4965,1.5634,0.9754
28/05/2012,99.66,6.0423,8.518,0.031,1.1925,59.665,1.2908,1.2542,124.55,1.4965,1.5634,0.98520
29/05/2012,99.37,6.04925,8.47825,0.03091,1.1959,60.115,1.2882,1.2499,124.28,1.4979,1.5625,0.9826
30/05/2012,97.84,6.1181,8.66175,0.03043,1.1924,59.1,1.2861,1.2392,122.4,1.4972,1.5477,0.9697
31/05/2012,96.85,6.1365,8.63375,0.02973,1.1877,58.56,1.29,1.2379,120.71,1.4923,1.5404,0.9727
01/06/2012,97.01,6.15875,8.7185,0.02961,1.1839,58.375,1.2827,1.2426,120.04,1.4829,1.5366,0.9671
04/06/2012,97.93,6.11135,8.6245,0.02991,1.1818,58.825,1.2823,1.2506,120.48,1.4746,1.5377,0.9712
05/06/2012,98.1,6.13835,8.57075,0.03004,1.1797,59.055,1.286,1.2457,120.97,1.4788,1.5363,0.9731
06/06/2012,99.59,6.108,8.462,0.03091,1.1793,60.41,1.2857,1.2556,122.45,1.4767,1.5467,0.9901
07/06/2012,100,6.04265,8.43175,0.03095,1.1829,61.035,1.2859,1.2613,123.93,1.4783,1.5546,0.9939
08/06/2012,99.5,6.0783,8.5125,0.03081,1.1778,60.71,1.2837,1.2517,122.85,1.4802,1.5452,0.9898
11/06/2012,99.03,6.05655,8.58375,0.03047,1.1782,60.815,1.2797,1.2509,123.14,1.485,1.5491,0.9885
12/06/2012,99.56,6.0368,8.538,0.03037,1.1772,61.255,1.2773,1.2512,123.77,1.4915,1.5562,0.9932
13/06/2012,99.79,5.9891,8.536,0.0308,1.1762,61.25,1.2788,1.2599,123.19,1.4772,1.5521,0.9965
14/06/2012,100.26,5.97335,8.51975,0.03073,1.1797,61.355,1.2764,1.2611,123.13,1.4765,1.5525,0.9972
15/06/2012,99.48,5.97405,8.46925,0.03079,1.1768,61.725,1.2738,1.2647,123.4,1.4862,1.5676,1.0085
18/06/2012,99.5,6.00455,8.42275,0.03031,1.1732,62.195,1.2757,1.2591,123.58,1.4919,1.5663,1.0084
19/06/2012,100.15,5.968,8.421,0.03046,1.1717,62.195,1.2725,1.2712,124.17,1.4805,1.5724,1.0111
20/06/2012,100.95,5.9609,8.41225,0.03021,1.1785,62.305,1.2757,1.2689,124.62,1.4804,1.5689,1.0096
21/06/2012,100.7,6.00635,8.5965,0.02972,1.1768,62.38,1.2713,1.2577,125.08,1.4842,1.5587,0.9967
22/06/2012,101.09,5.9963,8.61875,0.0297,1.1759,62.79,1.2687,1.2585,125.22,1.4821,1.5578,0.9996
25/06/2012,99.66,6.0474,8.69175,0.02961,1.1763,61.81,1.2659,1.252,123.84,1.4875,1.5555,0.9914
26/06/2012,99.28,6.05255,8.63175,0.02999,1.1746,62.11,1.2674,1.252,124.1,1.4947,1.563,1
27/06/2012,99.41,6.08385,8.645,0.02993,1.1671,62.25,1.2685,1.2482,123.9,1.4919,1.555,0.9998
28/06/2012,98.84,6.0983,8.63925,0.02974,1.1629,61.495,1.271,1.245,122.9,1.4896,1.5489,0.9938
29/06/2012,101.03,5.9916,8.3595,0.03041,1.1618,63.21,1.272,1.2682,125.07,1.4801,1.5673,1.0169
02/07/2012,100.06,6.01325,8.36125,0.03029,1.1595,63.085,1.2707,1.2608,124.56,1.4903,1.5685,1.0189
03/07/2012,100.67,6.0017,8.2815,0.03072,1.1623,63.41,1.2737,1.2637,125.2,1.4871,1.5689,1.0215
04/07/2012,100.02,6.0017,8.2815,0.03072,1.154,63.41,1.2737,1.2523,125.2,1.4871,1.5689,1.02740
05/07/2012,99.03,6.08385,8.3265,0.03037,1.1513,63.43,1.2753,1.2416,123.91,1.4979,1.5518,1.0224
06/07/2012,97.89,6.1599,8.4495,0.03003,1.1478,62.6,1.2757,1.2299,123.13,1.5072,1.5468,1.0124
09/07/2012,98.02,6.1166,8.43525,0.02996,1.1521,62.57,1.2761,1.2337,123.38,1.5068,1.5512,1.0132
10/07/2012,97.31,6.1361,8.38575,0.03004,1.145,62.205,1.2796,1.228,123.01,1.5125,1.5499,1.0122
11/07/2012,97.6,6.1527,8.4585,0.03024,1.1451,62.545,1.2814,1.2248,123.24,1.5145,1.5481,1.0161
12/07/2012,96.73,6.1346,8.51075,0.03025,1.1507,61.9,1.2786,1.2222,122.25,1.5125,1.5424,1.0075
13/07/2012,97.06,6.138,8.44425,0.03037,1.1523,62.2,1.283,1.2268,123.29,1.5206,1.5562,1.0163
16/07/2012,96.77,6.1181,8.377,0.03037,1.1567,62.91,1.2799,1.2303,123.06,1.5219,1.5622,1.0194
17/07/2012,97.19,6.11135,8.3525,0.03046,1.1465,62.44,1.2869,1.2314,123.66,1.5231,1.5641,1.0256
18/07/2012,96.8,6.1342,8.3525,0.03067,1.1376,62.2,1.2917,1.2288,123.13,1.5251,1.5635,1.0295
19/07/2012,96.53,6.0868,8.3265,0.03109,1.1442,62.43,1.2939,1.2302,123.46,1.5314,1.5717,1.0377
20/07/2012,95.41,6.10425,8.4495,0.03091,1.1434,61.955,1.2947,1.2184,122.44,1.5359,1.5611,1.032
23/07/2012,94.99,6.1121,8.60775,0.03037,1.1401,61.1,1.2984,1.2152,121.6,1.5306,1.5517,1.0213
24/07/2012,94.34,6.14555,8.69375,0.03014,1.141,60.705,1.2985,1.2087,121.15,1.5373,1.5504,1.0177
25/07/2012,94.98,6.1013,8.5635,0.03033,1.1471,61.065,1.3022,1.2183,121.04,1.5256,1.5506,1.0277
26/07/2012,96.06,6.04885,8.40325,0.03064,1.1418,62.03,1.292,1.2309,122.61,1.5276,1.569,1.0349
27/07/2012,96.64,6.0768,8.31775,0.03087,1.1351,62.93,1.2896,1.2333,123.51,1.5284,1.5723,1.0425
30/07/2012,95.87,6.0735,8.3455,0.03086,1.1225,62.525,1.2946,1.2285,122.69,1.5327,1.5706,1.0457
31/07/2012,96.1,6.0551,8.41225,0.03083,1.1277,62.595,1.294,1.2329,122.44,1.5243,1.568,1.0468
01/08/2012,95.92,6.0687,8.47625,0.0307,1.125,62.785,1.2893,1.2259,121.88,1.5207,1.5551,1.0422
02/08/2012,95.33,6.08345,8.498,0.03043,1.126,62.6,1.2887,1.2196,121.22,1.524,1.5501,1.0409
03/08/2012,97.22,6.00675,8.27825,0.03096,1.1215,63.655,1.286,1.2397,122.9,1.5135,1.5642,1.0515
06/08/2012,97,5.9945,8.28675,0.0314,1.1262,63.545,1.2849,1.2415,122.04,1.5075,1.5607,1.054
07/08/2012,97.42,5.9478,8.304,0.03147,1.1362,63.465,1.2903,1.2432,122.91,1.5083,1.5637,1.0516
08/08/2012,96.98,5.9084,8.24225,0.03156,1.1366,63.35,1.2922,1.2374,122.81,1.5166,1.5645,1.0527
09/08/2012,96.7,5.94815,8.244,0.0311,1.1307,63.175,1.2987,1.2315,122.8,1.5221,1.5629,1.0542
10/08/2012,96.22,5.946,8.2135,0.0311,1.1259,62.955,1.2965,1.2313,122.57,1.5257,1.5667,1.0532
13/08/2012,96.59,5.9673,8.28325,0.03124,1.1292,62.775,1.2958,1.2353,122.88,1.5228,1.5682,1.048
14/08/2012,97.02,5.95875,8.30725,0.03126,1.1282,62.865,1.2991,1.235,123.56,1.5233,1.5685,1.0467
15/08/2012,97,5.97515,8.3735,0.03117,1.1236,63.1,1.2976,1.2308,123.74,1.5285,1.5682,1.0477
16/08/2012,98.07,5.9666,8.323,0.0312,1.1255,63.73,1.2928,1.2381,124.73,1.5246,1.5734,1.0492
17/08/2012,98.16,5.94635,8.471,0.03095,1.1265,63.605,1.2878,1.2339,124.78,1.5247,1.5686,1.0394
20/08/2012,98.08,5.9439,8.45125,0.03103,1.1274,63.68,1.2878,1.2366,124.7,1.5236,1.5704,1.0426
21/08/2012,98.87,5.90635,8.3945,0.03125,1.1321,63.68,1.2889,1.2485,125.02,1.5156,1.5773,1.0454
22/08/2012,98.49,5.8751,8.37525,0.03131,1.1341,63.19,1.2894,1.2546,124.41,1.5168,1.5863,1.0486
23/08/2012,98.64,5.8531,8.43525,0.03145,1.1309,63.295,1.2798,1.2583,124.43,1.5123,1.586,1.0422
24/08/2012,98.44,5.8507,8.516,0.03134,1.1329,63.295,1.2798,1.2536,124.41,1.5125,1.5806,1.0387
27/08/2012,98.41,5.8627,8.558,0.0312,1.1302,63.225,1.2787,1.2519,124.41,1.5134,1.5794,1.0359
28/08/2012,98.66,5.8541,8.5325,0.03117,1.1344,62.55,1.2881,1.2579,124.21,1.5084,1.5817,1.0356
29/08/2012,98.64,5.8493,8.52525,0.03092,1.1431,62.59,1.2885,1.2543,124.59,1.5144,1.5832,1.0344
30/08/2012,98.37,5.8442,8.5965,0.03062,1.1492,62.3,1.2864,1.2524,124.12,1.5121,1.5783,1.0285
31/08/2012,98.6,5.81935,8.51425,0.03088,1.1426,62.43,1.2822,1.2596,124.4,1.512,1.5878,1.0311
03/09/2012,98.58,5.81935,8.51425,0.03088,1.1507,62.43,1.2822,1.2594,124.4,1.512,1.5878,1.02460
04/09/2012,98.56,5.82175,8.52325,0.03088,1.1575,61.79,1.2851,1.2588,124.57,1.514,1.5876,1.0215
05/09/2012,98.81,5.86165,8.52525,0.03091,1.1547,61.885,1.2784,1.2615,124.69,1.5165,1.59,1.0181
06/09/2012,99.63,5.8644,8.4175,0.03121,1.1545,62.81,1.2797,1.2661,125.67,1.5156,1.5932,1.0285
07/09/2012,100.34,5.7657,8.297,0.03156,1.153,63.07,1.2774,1.281,125.27,1.5107,1.6,1.0386
10/09/2012,99.86,5.80755,8.2765,0.03156,1.1454,62.835,1.2752,1.2782,125.2,1.5117,1.5995,1.0333
11/09/2012,99.97,5.7837,8.27975,0.03174,1.1451,63.19,1.2723,1.2872,124.97,1.5057,1.6064,1.0431
12/09/2012,100.41,5.7687,8.453,0.03184,1.1439,63.385,1.2722,1.2905,125.37,1.5068,1.6097,1.0451
13/09/2012,100.69,5.74285,8.349,0.03217,1.1505,63.92,1.2662,1.2995,125.1,1.5075,1.6148,1.0546
14/09/2012,102.91,5.7094,8.3125,0.03285,1.1555,64.495,1.271,1.3128,127.02,1.5013,1.6216,1.0564
17/09/2012,103.25,5.729,8.35075,0.032585,1.1528,64.555,1.2646,1.3116,128.02,1.5043,1.6233,1.0499
18/09/2012,102.79,5.7584,8.4015,0.03188,1.1468,64.275,1.2589,1.3061,127.95,1.504,1.623,1.0356
19/09/2012,102.25,5.7336,8.45675,0.03167,1.1416,64.115,1.2617,1.3087,127.09,1.4999,1.6218,1.0414
20/09/2012,101.46,5.76735,8.5015,0.03155,1.1368,63.99,1.2564,1.2995,126.79,1.5073,1.6207,1.0366
21/09/2012,101.47,5.776,8.4655,0.03174,1.1432,63.955,1.2564,1.3014,126.82,1.5092,1.6235,1.0377
24/09/2012,100.65,5.78705,8.42625,0.0316,1.1437,63.11,1.2655,1.296,126.2,1.5132,1.622,1.0355
25/09/2012,100.37,5.75475,8.39975,0.03173,1.1467,63.185,1.2597,1.2951,125.94,1.5123,1.6201,1.0329
26/09/2012,100.03,5.78605,8.4175,0.03149,1.1452,63.2,1.2532,1.2885,125.44,1.5131,1.6146,1.0283
27/09/2012,100.25,5.7491,8.41575,0.03182,1.1425,63.67,1.2533,1.2941,125.89,1.516,1.6227,1.0376
28/09/2012,100.17,5.76205,8.5215,0.03166,1.1468,63.745,1.2491,1.2875,125.75,1.5122,1.6131,1.0303
01/10/2012,100.53,5.77,8.57075,0.03175,1.1503,63.84,1.249,1.2909,125.75,1.5083,1.6122,1.031
02/10/2012,100.98,5.74285,8.56175,0.03181,1.1595,63.735,1.2377,1.2938,125.98,1.5065,1.6133,1.0188
03/10/2012,101.34,5.79745,8.617,0.03161,1.1615,64.34,1.2436,1.2922,126.13,1.5044,1.6066,1.0138
04/10/2012,102.19,5.72705,8.7145,0.03206,1.1588,64.53,1.2437,1.3041,126.93,1.501,1.6176,1.0181
05/10/2012,102.55,5.71725,8.99475,0.03188,1.1621,63.475,1.242,1.3055,126.9,1.4954,1.6134,1.0108
08/10/2012,101.54,5.74415,9.05175,0.03175,1.1613,63.51,1.24,1.2997,125.23,1.4908,1.6023,1.0159
09/10/2012,100.77,5.77035,8.9505,0.03173,1.1703,63.235,1.2451,1.2905,125.08,1.5,1.5998,1.0154
10/10/2012,100.58,5.76235,8.91075,0.03177,1.1688,63.12,1.2501,1.2918,125.04,1.4972,1.5996,1.0178
11/10/2012,101.33,5.7425,8.87125,0.03189,1.1738,63.33,1.2519,1.2951,125.59,1.4945,1.6034,1.0208
12/10/2012,101.62,5.73725,8.9185,0.03186,1.1725,63.35,1.2486,1.2978,125.9,1.4947,1.6064,1.0176
15/10/2012,101.88,5.74285,9.007,0.03172,1.1667,63.62,1.2498,1.2962,126.39,1.4965,1.6066,1.0191
16/10/2012,103.15,5.7016,8.91275,0.03206,1.1648,63.445,1.2599,1.3062,127.03,1.4884,1.6102,1.0217
17/10/2012,103.57,5.6622,8.7855,0.03219,1.17,64.19,1.2597,1.3144,127.49,1.4846,1.6144,1.0326
18/10/2012,103.59,5.66475,8.83575,0.0322,1.1643,64.24,1.2623,1.3083,127.22,1.4817,1.6053,1.0318
19/10/2012,103.3,5.68895,8.83575,0.0321,1.1625,63.995,1.2634,1.3043,126.88,1.4822,1.6003,1.0283
22/10/2012,104.45,5.71525,8.83575,0.03184,1.1629,64.5,1.2599,1.3064,127.8,1.4804,1.5996,1.0255
23/10/2012,103.7,5.76635,8.9385,0.03157,1.1603,64.22,1.2608,1.2991,127.35,1.4836,1.5935,1.0214
24/10/2012,103.48,5.77935,8.9505,0.03153,1.1623,64.495,1.2639,1.2992,127.92,1.4912,1.603,1.0301
25/10/2012,103.89,5.7961,8.889,0.03163,1.1624,65.29,1.2583,1.2967,129.36,1.5022,1.6116,1.0322
26/10/2012,103.11,5.7998,8.81825,0.0316,1.1601,64.815,1.2581,1.2951,128.17,1.5014,1.609,1.0323
29/10/2012,102.99,5.80045,8.8475,0.03148,1.1585,64.71,1.2593,1.2922,127.96,1.4979,1.6032,1.0296
30/10/2012,103.22,5.76435,8.82025,0.03162,1.1578,64.7,1.2603,1.2981,127.91,1.4946,1.607,1.0331
31/10/2012,103.41,5.73065,8.834,0.03165,1.1637,64.905,1.2602,1.2979,128.59,1.498,1.6122,1.034
01/11/2012,103.75,5.712,8.8145,0.0317,1.1721,65.68,1.2545,1.2954,129.26,1.4993,1.6121,1.0363
02/11/2012,103.27,5.769,8.9445,0.03155,1.1665,65.66,1.2517,1.2843,128.76,1.5038,1.6014,1.0308
05/11/2012,102.71,5.765,8.89875,0.03144,1.1673,65.535,1.2541,1.2805,128.14,1.5031,1.5964,1.0325
06/11/2012,102.98,5.74385,8.78725,0.03165,1.17,65.92,1.2582,1.2834,128.55,1.5047,1.5987,1.0402
07/11/2012,102.09,5.767,8.797,0.03151,1.1659,65.34,1.2588,1.2785,127.69,1.5066,1.5981,1.0382
08/11/2012,101.26,5.75405,8.86725,0.03151,1.1654,64.1,1.2747,1.2764,126.79,1.5075,1.5972,1.0381
09/11/2012,101.05,5.76535,8.86325,0.03149,1.1732,64.08,1.2735,1.2729,126.27,1.5051,1.5897,1.0362
12/11/2012,101.02,5.76965,8.90675,0.03145,1.1759,64.36,1.2729,1.273,126.07,1.5012,1.5869,1.0401
13/11/2012,100.87,5.79205,8.9405,0.0313,1.1774,64.515,1.2704,1.2722,126,1.5003,1.587,1.0411
14/11/2012,102.21,5.7777,9.06425,0.03135,1.1791,64.39,1.2784,1.2763,127.05,1.4935,1.5849,1.0355
15/11/2012,103.76,5.78905,9.08675,0.0314,1.1755,65.135,1.2738,1.2791,128.68,1.4901,1.5846,1.0305
16/11/2012,103.56,5.816,9.02125,0.03132,1.1738,65.21,1.2732,1.2744,128.96,1.4995,1.5877,1.0309
19/11/2012,104.25,5.76435,8.99275,0.03164,1.1724,66,1.2695,1.2825,129.34,1.4916,1.5898,1.0387
20/11/2012,104.73,5.7637,9.01725,0.03184,1.1808,66.045,1.2696,1.2823,130.01,1.4937,1.5911,1.035
21/11/2012,105.88,5.7435,9.11575,0.03194,1.1763,66.54,1.2713,1.2842,131.53,1.494,1.5944,1.0343
22/11/2012,106.2,5.7435,9.11575,0.03194,1.1764,66.54,1.2713,1.2883,131.53,1.494,1.5944,1.03890
23/11/2012,106.9,5.67955,9.0315,0.0321,1.1699,67.385,1.2662,1.3001,132.15,1.4849,1.6041,1.0447
26/11/2012,106.41,5.676,9.015,0.0321,1.1702,66.985,1.2699,1.2978,131.6,1.4845,1.6015,1.0441
27/11/2012,106.29,5.7179,8.98075,0.03211,1.1745,66.85,1.2715,1.295,131.59,1.4878,1.6015,1.0432
28/11/2012,106.06,5.70225,8.9565,0.032,1.1724,66.925,1.2698,1.2948,131.17,1.4875,1.6013,1.0461
29/11/2012,106.49,5.71235,8.9205,0.03229,1.1726,67.04,1.266,1.2989,131.7,1.4853,1.6034,1.042
30/11/2012,107.24,5.6941,9.0375,0.03229,1.1735,67.015,1.2696,1.3013,132.01,1.4828,1.6019,1.041
03/12/2012,107.31,5.6622,9.007,0.03228,1.1775,66.935,1.268,1.3071,132.31,1.4867,1.6089,1.0405
04/12/2012,107.2,5.6424,8.9245,0.03233,1.1738,66.945,1.2689,1.3114,131.79,1.488,1.6102,1.0463
05/12/2012,107.78,5.64655,8.89275,0.03238,1.1729,67.47,1.2653,1.3092,132.52,1.4881,1.6094,1.0451
06/12/2012,106.87,5.67955,8.80675,0.0323,1.175,67.965,1.2582,1.2976,132.16,1.494,1.6043,1.0466
07/12/2012,106.6,5.6964,8.77975,0.0324,1.1755,68.12,1.2576,1.2941,132.11,1.4954,1.6031,1.0481
10/12/2012,106.65,5.6938,8.78725,0.03249,1.1801,68.165,1.2558,1.2952,132.31,1.4967,1.6066,1.048
11/12/2012,107.35,5.6699,8.78725,0.03253,1.1767,68.7,1.253,1.3016,132.92,1.4998,1.6108,1.0516
12/12/2012,108.72,5.6395,8.7565,0.03272,1.1838,69.73,1.2503,1.3093,134.42,1.4931,1.6155,1.0561
13/12/2012,109.35,5.63855,8.77575,0.03259,1.1861,69.975,1.2462,1.3088,134.64,1.4855,1.6107,1.0514
14/12/2012,109.87,5.63635,8.73175,0.0326,1.1876,70.115,1.2476,1.3171,134.92,1.4814,1.6164,1.0561
17/12/2012,110.37,5.6338,8.66175,0.032472,1.1861,70.29,1.2481,1.3172,135.66,1.4845,1.6199,1.0544
18/12/2012,111.34,5.6389,8.67675,0.03196,1.1797,69.97,1.2482,1.3243,136.64,1.4786,1.6239,1.0459
19/12/2012,111.73,5.59785,8.70125,0.03204,1.1763,69.675,1.2525,1.3271,137.08,1.477,1.625,1.0424
20/12/2012,111.75,5.59535,8.69575,0.03201,1.1701,69.52,1.2551,1.3264,137.34,1.4791,1.6274,1.0417
21/12/2012,111.08,5.6183,8.7605,0.03198,1.1745,68.495,1.2613,1.3199,135.98,1.4753,1.6152,1.0339
24/12/2012,111.92,5.6373,8.78925,0.03223,1.1703,68.815,1.2591,1.3213,136.67,1.4701,1.6126,1.0301
26/12/2012,113.23,5.62905,8.7815,0.03232,1.1639,69.18,1.2656,1.3243,137.97,1.4667,1.612,1.0306
27/12/2012,113.92,5.6085,8.6825,0.03252,1.166,69.705,1.2632,1.3261,138.46,1.4659,1.6101,1.0315
28/12/2012,113.77,5.6202,8.6805,0.03246,1.1644,70.53,1.2631,1.3243,138.91,1.4697,1.6143,1.031
31/12/2012,114.5,5.59285,8.67125,0.0325,1.1692,70.72,1.2553,1.322,140.61,1.4804,1.6235,1.0325
02/01/2013,115.05,5.5813,8.6995,0.0327,1.1696,71.485,1.2614,1.3195,141.42,1.4872,1.6237,1.0431
03/01/2013,113.86,5.6142,8.76625,0.0326,1.1696,71.365,1.263,1.308,140.29,1.4865,1.6097,1.0421
04/01/2013,115.25,5.64845,8.74325,0.03253,1.1656,72.37,1.259,1.309,141.46,1.481,1.6053,1.0419
07/01/2013,115.16,5.6227,8.76225,0.03256,1.1643,72.61,1.253,1.313,141.36,1.4797,1.6096,1.044
08/01/2013,113.98,5.63095,8.76425,0.0326,1.1712,72.095,1.2531,1.3102,139.92,1.4789,1.6048,1.0442
09/01/2013,114.67,5.6322,8.7815,0.0326,1.173,72.73,1.2516,1.3073,140.44,1.4783,1.6006,1.0455
10/01/2013,117.43,5.56175,8.83775,0.03273,1.175,73.63,1.2526,1.3268,142.33,1.4728,1.6143,1.0544
11/01/2013,119.01,5.56295,8.91475,0.03264,1.1692,73.745,1.2578,1.3355,143.67,1.4677,1.6112,1.0486
14/01/2013,119.64,5.53865,8.875,0.03273,1.1711,74.3,1.2551,1.3394,143.69,1.4789,1.6077,1.0516
15/01/2013,118.04,5.6032,8.98675,0.03272,1.1664,73.675,1.2567,1.3313,142.49,1.4926,1.6047,1.0508
16/01/2013,117.5,5.606,8.98275,0.03269,1.1671,73.605,1.2553,1.3305,141.55,1.4876,1.5995,1.0522
17/01/2013,120.22,5.58535,8.97875,0.03277,1.1665,74.94,1.2513,1.34,144.05,1.4896,1.5998,1.0496
18/01/2013,119.97,5.6389,9.06425,0.03274,1.1631,74.465,1.2555,1.3333,142.73,1.4797,1.5853,1.0465
21/01/2013,119.31,5.6389,9.06425,0.03274,1.1644,74.465,1.2555,1.3314,142.73,1.4797,1.5853,1.05160
22/01/2013,118.18,5.60695,9.02725,0.03281,1.1675,73.845,1.2547,1.3332,140.51,1.4688,1.5835,1.0523
23/01/2013,118.17,5.59095,9.22925,0.0329,1.1731,73.865,1.2517,1.3333,140.37,1.469,1.583,1.0507
24/01/2013,120.89,5.56145,9.2335,0.033,1.1742,74.71,1.247,1.3385,141.98,1.4624,1.5781,1.0433
25/01/2013,122.35,5.5568,9.1095,0.03303,1.1687,75.41,1.2425,1.3475,143.68,1.4602,1.5789,1.0375
28/01/2013,122.13,5.56295,9.28725,0.03286,1.1606,74.77,1.25,1.3466,142.36,1.4505,1.5686,1.0377
29/01/2013,122.45,5.5261,9.2145,0.03304,1.1591,75.225,1.2479,1.3497,142.87,1.4496,1.5747,1.0427
30/01/2013,123.52,5.5072,9.21875,0.03305,1.1595,75.14,1.2497,1.3575,143.94,1.4353,1.578,1.0375
31/01/2013,124.32,5.4966,9.093,0.03309,1.1637,75.96,1.2418,1.3583,144.84,1.4391,1.5846,1.04
01/02/2013,126.67,5.47975,9.003,0.03327,1.1575,77.625,1.2305,1.3671,145.69,1.4233,1.5706,1.0377
04/02/2013,124.8,5.5081,9.058,0.03305,1.1552,77.17,1.2357,1.353,145.55,1.4285,1.5752,1.0401
05/02/2013,127.06,5.5039,8.98275,0.03317,1.1544,78.25,1.2296,1.3595,146.17,1.4191,1.5651,1.0383
06/02/2013,126.48,5.52975,9.07025,0.03306,1.1569,77.935,1.223,1.3536,146.23,1.4217,1.5656,1.0285
07/02/2013,125.35,5.54845,9.07225,0.03288,1.162,77.025,1.2358,1.3414,146.93,1.439,1.5701,1.0252
08/02/2013,123.93,5.57105,9.05175,0.03298,1.1639,76.68,1.2356,1.3374,146.55,1.4458,1.5787,1.0286
11/02/2013,125.97,5.53835,9.05175,0.03298,1.1619,77.44,1.2279,1.34,146.26,1.4359,1.5653,1.0257
12/02/2013,125.78,5.51875,9.04375,0.0331,1.1599,77.91,1.224,1.3454,146.34,1.4337,1.5644,1.0275
13/02/2013,125.68,5.50845,9.009,0.0331,1.148,77.885,1.2287,1.3458,145.21,1.4233,1.5532,1.0316
14/02/2013,124,5.5701,8.9205,0.03306,1.1402,78.275,1.218,1.3358,143.98,1.4259,1.5474,1.0328
15/02/2013,125,5.57225,8.99475,0.03306,1.1405,78.14,1.2185,1.3365,144.89,1.4282,1.5504,1.027
18/02/2013,125.44,5.57225,8.99475,0.03306,1.1421,78.14,1.2185,1.3352,144.89,1.4282,1.5504,1.03070
19/02/2013,125.23,5.5605,8.999,0.03312,1.1389,78.58,1.2203,1.3399,144.08,1.4211,1.5415,1.034
20/02/2013,124.36,5.6167,9.056,0.03298,1.1332,77.6,1.2269,1.3295,143,1.4121,1.5235,1.0225
21/02/2013,122.76,5.70745,9.0395,0.03267,1.1311,76.855,1.2283,1.318,141.86,1.4177,1.5232,1.0216
22/02/2013,123.19,5.7006,8.98875,0.03279,1.1319,77.63,1.2306,1.319,142.33,1.4155,1.5232,1.0305
25/02/2013,119.5,5.70905,8.98475,0.03274,1.1353,76.855,1.2281,1.3131,140.65,1.4107,1.5179,1.0267
26/02/2013,120.03,5.7267,8.9705,0.03254,1.1321,75.285,1.2388,1.3066,139.1,1.4076,1.5123,1.0218
27/02/2013,121.17,5.7218,8.97275,0.03264,1.1303,75.875,1.2354,1.3138,139.8,1.4081,1.514,1.023
28/02/2013,121,5.76005,9.145,0.03258,1.1269,76.095,1.2342,1.3074,140.61,1.419,1.5166,1.0208
01/03/2013,121.8,5.78,9.1955,0.03251,1.1187,76.525,1.236,1.3029,140.53,1.4148,1.501,1.0181
04/03/2013,121.69,5.7435,9.21875,0.03244,1.1233,76.71,1.231,1.3034,141.16,1.4197,1.5104,1.0183
05/03/2013,121.69,5.72375,9.17,0.03257,1.1203,76.98,1.231,1.3051,140.98,1.421,1.5105,1.0234
06/03/2013,122.2,5.73165,9.23575,0.03248,1.1221,77.44,1.2336,1.3005,141.46,1.4229,1.5033,1.0234
07/03/2013,124.31,5.69085,9.25075,0.03252,1.1162,78.055,1.2386,1.3116,142.41,1.4132,1.5008,1.027
08/03/2013,124.9,5.7458,9.20375,0.03244,1.1183,78.045,1.2465,1.3011,143.06,1.4188,1.4926,1.023
11/03/2013,125.63,5.7412,9.22725,0.03252,1.1165,78.98,1.2418,1.305,143.71,1.4126,1.4923,1.0266
12/03/2013,125.19,5.72935,9.28925,0.03252,1.114,78.605,1.2491,1.3035,143,1.41,1.4901,1.0314
13/03/2013,124.54,5.765,9.3765,0.03244,1.1193,78.745,1.2473,1.2968,143.3,1.4193,1.4915,1.0305
14/03/2013,124.95,5.8214,9.30025,0.03252,1.1107,78.445,1.2615,1.3006,144.86,1.4264,1.5071,1.0381
15/03/2013,124.62,5.7887,9.30675,0.03255,1.1104,78.365,1.2578,1.3062,143.94,1.4157,1.5072,1.0405
