Date,EUR/JPY,USD/NOK,USD/ZAR,RUB/USD,NOK/SEK,NZD/JPY,AUD/NZD,EUR/USD,GBP/JPY,GBP/CHF,GBP/USD,USD/AUD
31/07/2003,135.38,7.2901,7.3716,0.0330,1.1272,70.02,1.1164,1.1198,194.11,2.2064,1.6103,0.645
01/08/2003,135.44,7.2604,7.475,0.0329,1.1274,70.16,1.1155,1.122,193.52,2.1986,1.6109,0.6487
04/08/2003,136.57,7.2465,7.445,0.0330,1.1242,69.75,1.1172,1.1311,193.87,2.1726,1.6113,0.6425
05/08/2003,136.54,7.1962,7.4101,0.0330,1.1269,69.88,1.1117,1.1307,193.55,2.1761,1.6155,0.6433
06/08/2003,136.35,7.2139,7.345,0.0330,1.1286,69.62,1.1195,1.1304,193.61,2.1783,1.6095,0.6457
07/08/2003,135.45,7.1688,7.2601,0.0330,1.1286,69.07,1.123,1.1329,192.6,2.1839,1.6185,0.6489
08/08/2003,134.74,7.2259,7.345,0.0329,1.1256,69.25,1.1238,1.1254,191.12,2.1807,1.603,0.6492
11/08/2003,134.68,7.2593,7.385,0.0330,1.1226,69.64,1.1201,1.1321,190.54,2.1825,1.6075,0.657
12/08/2003,133.93,7.3083,7.4101,0.0329,1.1189,69.63,1.1187,1.1271,190.26,2.1928,1.6025,0.6571
13/08/2003,134.9,7.3492,7.42,0.0329,1.1078,70.19,1.1178,1.1272,191.58,2.1967,1.6079,0.6562
14/08/2003,134.36,7.3573,7.335,0.0329,1.1093,69.91,1.1181,1.1209,190.52,2.1913,1.6,0.6538
15/08/2003,134.18,7.3852,7.3426,0.0330,1.1124,70.31,1.1185,1.1214,190.33,2.1885,1.597,0.6573
18/08/2003,133.19,7.4787,7.2528,0.0330,1.1114,70,1.1226,1.1114,190.14,2.2102,1.5913,0.6557
19/08/2003,131.93,7.4666,7.3426,0.0330,1.1163,69.13,1.1227,1.1108,188,2.205,1.588,0.6543
20/08/2003,131.27,7.4526,7.3536,0.0330,1.1151,69.53,1.1215,1.1085,188.11,2.2117,1.593,0.6594
21/08/2003,128.69,7.5925,7.52,0.0330,1.1095,68.91,1.1162,1.0892,185.93,2.231,1.5785,0.6522
22/08/2003,127.91,7.6434,7.4741,0.0330,1.1096,68.75,1.1148,1.085,185.02,2.2311,1.5747,0.6498
25/08/2003,127.49,7.6491,7.4896,0.0330,1.1141,68.22,1.1184,1.0847,184.14,2.223,1.5692,0.6498
26/08/2003,127.39,7.6792,7.345,0.0329,1.1127,67.35,1.1215,1.085,184.14,2.2168,1.569,0.6427
27/08/2003,127.8,7.6666,7.3446,0.0329,1.1076,66.81,1.1238,1.0848,184.65,2.2226,1.5722,0.6384
28/08/2003,127.71,7.6341,7.3725,0.0328,1.1082,67.24,1.1177,1.0835,185.17,2.2321,1.5783,0.6406
29/08/2003,128.38,7.5123,7.355,0.0328,1.1137,67.63,1.1194,1.0939,184.43,2.2081,1.5775,0.6475
02/09/2003,125.84,7.6356,7.335,0.0327,1.1118,65.79,1.1267,1.0793,182.47,2.2245,1.5673,0.6363
03/09/2003,125.69,7.5901,7.2576,0.0327,1.1074,66.03,1.1245,1.081,182.09,2.2233,1.5716,0.6401
04/09/2003,127.78,7.5151,7.295,0.0326,1.1089,66.69,1.125,1.0894,184.77,2.2237,1.5824,0.6403
05/09/2003,129.7,7.4272,7.4801,0.0326,1.1047,67.32,1.1233,1.1074,185.48,2.1949,1.5886,0.6471
08/09/2003,129.34,7.456,7.5876,0.0326,1.105,67.34,1.1237,1.1064,184.93,2.2016,1.5829,0.6498
09/09/2003,131.18,7.3722,7.4848,0.0326,1.108,68.28,1.1288,1.1193,185.92,2.1935,1.5915,0.6583
10/09/2003,131.31,7.3948,7.385,0.0326,1.1015,68.19,1.1289,1.1182,186.46,2.2026,1.5922,0.657
11/09/2003,131.25,7.3892,7.405,0.0326,1.0974,68.36,1.1311,1.117,186.74,2.2061,1.5948,0.6595
12/09/2003,132.46,7.3421,7.3713,0.0325,1.0996,68.43,1.1376,1.1257,188.05,2.2102,1.6029,0.6619
15/09/2003,132.56,7.3292,7.425,0.0326,1.1064,68.94,1.133,1.1272,187.98,2.209,1.6008,0.6638
16/09/2003,129.88,7.4032,7.5328,0.0326,1.0993,67.95,1.1338,1.1117,184.46,2.2062,1.5882,0.6568
17/09/2003,131.02,7.257,7.3893,0.0326,1.103,67.77,1.1396,1.1244,186.96,2.2202,1.6101,0.6598
18/09/2003,129.66,7.2286,7.3551,0.0327,1.113,67.38,1.1413,1.1188,186.47,2.2414,1.6174,0.6606
19/09/2003,129.86,7.1642,7.345,0.0328,1.1082,67.55,1.1353,1.1301,186.67,2.2378,1.6361,0.6663
22/09/2003,128.73,7.1186,7.2311,0.0328,1.1089,66.93,1.1367,1.143,185.2,2.2339,1.6499,0.6739
23/09/2003,128.55,7.0646,7.1846,0.0328,1.105,66.68,1.1381,1.1412,185.35,2.2418,1.6507,0.671
24/09/2003,128.67,6.9825,7.1071,0.0329,1.1032,66.62,1.1384,1.1431,185.64,2.2393,1.6583,0.672
25/09/2003,128.81,7.0264,7.0941,0.0328,1.1044,66.71,1.14,1.1433,185.98,2.229,1.6586,0.6732
26/09/2003,128.06,7.0717,7.155,0.0328,1.1048,65.8,1.1428,1.1418,185.13,2.2306,1.6587,0.6686
29/09/2003,128.52,6.993,7.1138,0.0327,1.1035,65.92,1.1401,1.1533,184.72,2.2087,1.6663,0.6706
30/09/2003,130.03,7.0427,6.9459,0.0327,1.1006,66.37,1.1434,1.1593,185.27,2.1892,1.6613,0.6746
01/10/2003,129.6,7.0094,6.935,0.0328,1.0998,66.38,1.1442,1.166,184.61,2.1933,1.6692,0.6815
02/10/2003,129.43,6.9892,6.8676,0.0328,1.0997,66.23,1.1437,1.164,184.85,2.2006,1.67,0.681
03/10/2003,128.42,7.071,6.9641,0.0329,1.0977,65.72,1.1463,1.1509,184.54,2.2254,1.6639,0.6731
06/10/2003,129.98,6.9815,6.9191,0.0328,1.0928,66,1.1525,1.1649,185.28,2.2037,1.6695,0.6792
07/10/2003,129.39,6.9986,6.8925,0.0329,1.0862,65.85,1.1553,1.1722,182.77,2.1885,1.6635,0.6859
08/10/2003,129.44,6.9574,6.8701,0.0330,1.0909,65.62,1.153,1.1752,182.17,2.1825,1.6626,0.6846
09/10/2003,128.21,7.0052,6.9438,0.0332,1.0911,65.48,1.1513,1.1691,181.93,2.1944,1.6665,0.685
10/10/2003,128.21,6.9734,6.9676,0.0332,1.0928,65.22,1.1519,1.1756,180.9,2.1861,1.6648,0.686
14/10/2003,127.77,7.0401,6.95,0.0332,1.0843,65.03,1.1557,1.1687,182.1,2.2027,1.6722,0.6863
15/10/2003,127.41,7.1029,7.0226,0.0332,1.0828,65.09,1.1579,1.1602,182.6,2.219,1.6671,0.6854
16/10/2003,127.41,7.121,7.015,0.0332,1.0872,65.32,1.1579,1.1556,183.89,2.233,1.6736,0.6849
17/10/2003,127.73,7.0737,7.1921,0.0333,1.0926,65.21,1.1604,1.1606,183.51,2.2287,1.6786,0.6881
20/10/2003,128.42,7.1383,7.205,0.0334,1.0926,65.76,1.1604,1.1613,184.43,2.2262,1.6704,0.688
21/10/2003,127.78,7.0971,7.1363,0.0334,1.0915,66.17,1.1591,1.1605,183.4,2.2281,1.6752,0.6947
22/10/2003,128.68,7.0696,6.9876,0.0334,1.0956,66.08,1.1631,1.1762,184.37,2.2222,1.6915,0.7009
23/10/2003,129.37,6.9987,6.9713,0.0334,1.0981,66.69,1.1506,1.1739,185.67,2.2258,1.6965,0.6968
24/10/2003,128.61,7.0216,6.915,0.0334,1.0985,66.51,1.1474,1.1769,185.04,2.2261,1.6953,0.6967
27/10/2003,127.53,7.0289,6.88,0.0333,1.0989,66.42,1.1518,1.1698,184.05,2.2342,1.6957,0.7013
28/10/2003,126.28,7.0532,6.9576,0.0334,1.1004,66.25,1.1511,1.164,183.7,2.2595,1.6968,0.7024
29/10/2003,126.39,7.0576,6.8813,0.0335,1.0943,66.3,1.1501,1.1628,184.03,2.26,1.6985,0.7007
30/10/2003,126.48,7.0581,6.925,0.0333,1.1034,66.38,1.153,1.1587,184.45,2.2605,1.6959,0.7005
31/10/2003,127.33,7.1112,6.8886,0.0334,1.1019,67.44,1.1544,1.153,186.33,2.2725,1.6957,0.7043
03/11/2003,127.27,7.1733,6.9443,0.0335,1.1001,67.49,1.1501,1.1418,186.12,2.2802,1.6765,0.696
04/11/2003,126.05,7.1613,6.9126,0.0335,1.0963,67.18,1.1471,1.1453,184.2,2.2879,1.6808,0.7
05/11/2003,125.69,7.2113,6.9263,0.0335,1.0943,67.68,1.1506,1.1398,183.91,2.2919,1.6738,0.7074
06/11/2003,125.84,7.2323,7.0051,0.0336,1.0897,67.58,1.1526,1.1372,184.01,2.2985,1.6687,0.7033
07/11/2003,126.13,7.1482,6.9701,0.0336,1.0892,67.42,1.1497,1.1491,183.1,2.2802,1.6744,0.7063
10/11/2003,124.81,7.1455,6.9538,0.0335,1.0934,67.56,1.1504,1.1453,181.7,2.2893,1.6717,0.7134
11/11/2003,125.11,7.1431,6.9108,0.0336,1.0924,67.96,1.1439,1.1467,180.98,2.2695,1.665,0.7054
12/11/2003,126.63,7.0372,6.8763,0.0335,1.0945,68.15,1.145,1.1592,182.16,2.2613,1.6736,0.7155
13/11/2003,126.81,6.989,6.7551,0.0335,1.0917,68.17,1.1427,1.1692,182.3,2.2569,1.6862,0.7168
14/11/2003,127.62,6.9696,6.695,0.0335,1.0911,68.42,1.1402,1.173,182.84,2.2398,1.6877,0.718
17/11/2003,127.98,6.9981,6.725,0.0336,1.0917,68.22,1.136,1.1728,184.29,2.2406,1.6917,0.7097
18/11/2003,129.25,6.853,6.5526,0.0336,1.0954,68.87,1.1363,1.1915,184.01,2.2026,1.7029,0.722
19/11/2003,129.88,6.8767,6.6263,0.0336,1.0993,69.64,1.1316,1.1846,185.58,2.2209,1.6984,0.7192
20/11/2003,129.81,6.8636,6.5438,0.0335,1.0993,69.79,1.1275,1.1874,185.69,2.2143,1.7043,0.7207
21/11/2003,129.59,6.8564,6.5346,0.0335,1.0961,69.89,1.1264,1.188,185.28,2.2108,1.7033,0.722
24/11/2003,128.72,6.9471,6.57,0.0336,1.0985,69.67,1.1279,1.1733,185.56,2.2398,1.6961,0.7159
25/11/2003,128.94,6.9225,6.5526,0.0336,1.0997,69.62,1.1298,1.1749,185.75,2.2389,1.6982,0.7168
26/11/2003,130.22,6.8319,6.4201,0.0336,1.104,70,1.1265,1.1887,186.73,2.2122,1.7129,0.7213
28/11/2003,131.5,6.818,6.3926,0.0336,1.1074,70.11,1.1325,1.1955,188.83,2.2241,1.7224,0.7226
01/12/2003,130.92,6.8274,6.3673,0.0337,1.1036,70.43,1.1302,1.1939,188.02,2.2303,1.7182,0.7262
02/12/2003,131.25,6.7621,6.3063,0.0337,1.1039,70.19,1.1313,1.2047,187.89,2.228,1.7303,0.7298
03/12/2003,130.99,6.7113,6.1938,0.0337,1.1042,69.87,1.141,1.2067,186.95,2.2238,1.7274,0.7348
04/12/2003,130.81,6.6859,6.3676,0.0337,1.1094,69.85,1.1399,1.2067,186.47,2.2197,1.723,0.7346
05/12/2003,131.02,6.6504,6.2876,0.0338,1.1066,69.48,1.142,1.2132,186.2,2.2052,1.7288,0.7356
08/12/2003,131.18,6.6509,6.4417,0.0338,1.0999,69.5,1.1433,1.2189,186.08,2.1959,1.7337,0.7395
09/12/2003,131.19,6.6232,6.4226,0.0338,1.1004,69.39,1.1425,1.2206,186.91,2.2046,1.7473,0.7409
10/12/2003,132.31,6.658,6.4851,0.0339,1.1007,70.05,1.1425,1.2187,188.73,2.2075,1.7431,0.7395
11/12/2003,131.93,6.6908,6.385,0.0340,1.1,69.95,1.1427,1.2185,188.48,2.2145,1.7443,0.7392
12/12/2003,132.41,6.6686,6.36,0.0340,1.094,69.82,1.1456,1.2263,188.2,2.2038,1.7467,0.743
15/12/2003,132.44,6.6854,6.3301,0.0340,1.096,69.79,1.1463,1.2269,187.94,2.2031,1.7456,0.743
16/12/2003,132.53,6.6729,6.395,0.0342,1.0979,70.01,1.1419,1.227,188.59,2.2096,1.7538,0.7355
17/12/2003,133.35,6.7069,6.52,0.0342,1.0865,69.46,1.1433,1.234,189.79,2.215,1.766,0.7305
18/12/2003,133.72,6.7167,6.6428,0.0342,1.0857,69.66,1.144,1.2366,190.75,2.2152,1.7734,0.7339
19/12/2003,133.4,6.7319,6.9463,0.0341,1.0877,69.52,1.1432,1.2328,190.35,2.2218,1.7658,0.7291
22/12/2003,133.28,6.7421,6.9101,0.0342,1.0888,68.98,1.1444,1.2349,189.62,2.2172,1.7628,0.7258
23/12/2003,133.05,6.7699,6.915,0.0342,1.0817,68.95,1.1475,1.2334,189.38,2.221,1.7632,0.7283
24/12/2003,133.68,6.7469,6.685,0.0342,1.0795,69.5,1.1457,1.2396,190.57,2.2149,1.7752,0.7352
26/12/2003,133.61,6.7954,6.6868,0.0341,1.0785,69.6,1.1442,1.2378,190.41,2.2218,1.7714,0.7345
29/12/2003,133.71,6.7504,6.7263,0.0340,1.0778,69.65,1.1431,1.2434,189.88,2.2163,1.7727,0.7367
30/12/2003,134.38,6.7113,6.6325,0.0342,1.0794,70.06,1.1448,1.2489,190.36,2.2087,1.7779,0.7424
31/12/2003,135.15,6.6718,6.691,0.0342,1.0787,70.3,1.1483,1.2504,191.72,2.2146,1.7857,0.7455
02/01/2004,134.73,6.672,6.7665,0.0342,1.0779,70.55,1.151,1.2546,190.17,2.1824,1.7924,0.7527
05/01/2004,134.55,6.6648,6.504,0.0342,1.0756,71.25,1.142,1.2621,190.33,2.1914,1.8064,0.762
06/01/2004,135.24,6.708,6.653,0.0342,1.0663,71.33,1.1437,1.2708,192.19,2.204,1.822,0.7636
07/01/2004,134.28,6.8148,6.7795,0.0342,1.0553,71.22,1.1447,1.2593,191.74,2.2185,1.8185,0.7621
08/01/2004,135.53,6.7761,6.813,0.0344,1.0522,71.85,1.1442,1.271,193.07,2.2095,1.8333,0.7686
09/01/2004,136.79,6.7364,6.898,0.0345,1.0541,72.71,1.1376,1.2789,195.1,2.2185,1.8491,0.7707
12/01/2004,136,6.7591,7.1825,0.0346,1.0594,72.72,1.1401,1.27,195.61,2.2304,1.847,0.7715
13/01/2004,135.62,6.7129,7.1225,0.0347,1.0669,72.59,1.1394,1.2699,194.36,2.2172,1.8463,0.7717
14/01/2004,134.36,6.7493,7.3455,0.0346,1.0752,72.24,1.1384,1.2617,193.25,2.225,1.8319,0.7702
15/01/2004,133.8,6.8237,7.602,0.0346,1.0685,71.49,1.1452,1.2529,192.31,2.2327,1.822,0.7652
16/01/2004,132.11,6.9403,7.529,0.0347,1.0678,70.94,1.1477,1.2328,190.6,2.2411,1.7981,0.7578
19/01/2004,132.53,6.972,7.5025,0.0347,1.0635,70.33,1.1503,1.2357,190.22,2.2333,1.7833,0.75520
20/01/2004,134.66,6.8691,7.283,0.0348,1.0592,71.31,1.152,1.2517,193.73,2.2369,1.8201,0.7613
21/01/2004,135.12,6.7671,7.3385,0.0348,1.0667,71.88,1.1479,1.2582,194.39,2.235,1.831,0.7672
22/01/2004,134.84,6.762,7.299,0.0349,1.0614,71.77,1.1484,1.2661,194.56,2.2421,1.8451,0.7743
23/01/2004,134.27,6.8468,7.4255,0.0351,1.0618,71.77,1.1477,1.2551,192.84,2.2335,1.826,0.7684
26/01/2004,132.63,6.9224,7.301,0.0351,1.0631,71.23,1.1476,1.2424,191.52,2.2433,1.8146,0.7655
27/01/2004,133.53,6.8176,7.3175,0.0351,1.0618,71.61,1.1483,1.2584,191.78,2.2324,1.8276,0.775
28/01/2004,132.39,6.9661,7.1655,0.0351,1.0489,71.92,1.145,1.2465,191.93,2.2517,1.8217,0.7694
29/01/2004,131.49,7.053,7.2425,0.0351,1.047,70.96,1.1361,1.2358,191.2,2.2532,1.8163,0.7572
30/01/2004,131.88,7.0182,7.294,0.0350,1.0524,71.29,1.1335,1.2419,192.06,2.2629,1.8236,0.7597
02/02/2004,131.25,6.9891,7.2425,0.0350,1.0571,71.09,1.1265,1.2365,191.08,2.2636,1.8197,0.7535
03/02/2004,132.22,6.9773,7.12,0.0350,1.0519,71.92,1.1235,1.2504,193.2,2.2655,1.8382,0.7612
04/02/2004,132.14,6.9698,7.0095,0.0351,1.0513,71.93,1.1179,1.2491,192.43,2.2612,1.8317,0.7578
05/02/2004,132.84,6.9757,7.184,0.0350,1.052,72.75,1.1086,1.2496,193.24,2.2618,1.833,0.7578
06/02/2004,134.21,6.8899,7.184,0.0350,1.0425,73.29,1.1125,1.2651,193.98,2.2465,1.8469,0.7661
09/02/2004,134.1,6.8444,7.0905,0.0351,1.0496,73.59,1.1148,1.2644,195.51,2.2648,1.8584,0.7723
10/02/2004,133.93,6.937,7.032,0.0352,1.0343,73.77,1.1153,1.2664,196.62,2.2785,1.871,0.7776
11/02/2004,135.19,6.9076,6.927,0.0351,1.0301,73.94,1.1248,1.2769,198.07,2.2929,1.8918,0.7852
12/02/2004,134.95,6.9169,6.7915,0.0351,1.0324,73.7,1.1275,1.2753,198.34,2.298,1.8921,0.7856
13/02/2004,134.41,6.9337,6.7885,0.0352,1.0352,73.88,1.124,1.2695,197.85,2.3019,1.8636,0.7859
16/02/2004,134.72,6.9281,6.8075,0.0351,1.0388,74.53,1.1204,1.2776,198.31,2.301,1.8685,0.79250
17/02/2004,135.63,6.8558,6.6965,0.0351,1.0438,74.96,1.1261,1.2798,200.5,2.3072,1.8845,0.7956
18/02/2004,135.36,6.9409,6.793,0.0351,1.0418,74.79,1.1285,1.2666,200.92,2.315,1.8693,0.7875
19/02/2004,136.2,6.9411,6.801,0.0351,1.0409,75.11,1.1293,1.2662,202.57,2.3233,1.8761,0.7889
20/02/2004,136.63,7.0183,6.8925,0.0351,1.0446,74.49,1.1237,1.2477,202.5,2.3173,1.8411,0.7654
23/02/2004,136.08,7.0052,6.8065,0.0351,1.0463,73.9,1.1314,1.2501,201.78,2.3165,1.8449,0.7679
24/02/2004,137.23,6.9555,6.727,0.0350,1.0448,74.78,1.1283,1.265,203.81,2.3169,1.872,0.7779
25/02/2004,136.28,7.0619,6.7955,0.0351,1.0465,75,1.1219,1.2458,203.41,2.329,1.8527,0.7701
26/02/2004,136.36,7.0564,6.808,0.0350,1.0522,75.31,1.1208,1.2402,203.7,2.3315,1.8444,0.7695
27/02/2004,136.3,7.0056,6.7505,0.0351,1.0552,74.93,1.1263,1.246,203.75,2.3271,1.8496,0.7722
01/03/2004,135.66,6.97,6.778,0.0350,1.0659,75.19,1.12,1.2412,203.18,2.3416,1.8508,0.77
02/03/2004,134.6,7.1316,6.975,0.0350,1.0613,74.94,1.1217,1.2196,202.35,2.3563,1.8247,0.7623
03/03/2004,134.34,7.0824,7.001,0.0349,1.0684,73.92,1.1203,1.2161,201.05,2.342,1.8132,0.7496
04/03/2004,135.44,7.0992,6.9825,0.0349,1.064,74.16,1.1238,1.2161,202.23,2.3321,1.8072,0.75
05/03/2004,138.68,7.0171,6.7585,0.0350,1.0562,75.56,1.1274,1.2341,206.59,2.3304,1.8302,0.7584
08/03/2004,137.95,6.9852,6.7085,0.0350,1.057,75.19,1.1237,1.2359,205.34,2.3293,1.8302,0.7572
09/03/2004,137.12,6.9916,6.674,0.0350,1.064,75.28,1.123,1.2318,203.38,2.3187,1.8137,0.7584
10/03/2004,135.63,7.0933,6.7805,0.0350,1.0574,72.88,1.1232,1.2201,199.82,2.3011,1.7892,0.75
11/03/2004,136.92,6.9261,6.77,0.0350,1.076,72.16,1.1362,1.2286,200.54,2.2786,1.7938,0.7387
12/03/2004,135.45,6.9637,6.906,0.0351,1.0896,71.36,1.1367,1.2192,199.87,2.2888,1.7879,0.7321
15/03/2004,135.35,6.9129,6.8125,0.0351,1.0897,71.29,1.1417,1.2232,199.2,2.2771,1.7882,0.732
16/03/2004,133.64,6.8999,6.8625,0.0350,1.0925,70.88,1.142,1.2211,197.43,2.2928,1.7986,0.7333
17/03/2004,132.48,6.915,6.821,0.0350,1.0928,70.53,1.1364,1.2186,196.61,2.2954,1.7874,0.7335
18/03/2004,132.25,6.8725,6.928,0.0351,1.0865,70.46,1.1396,1.2321,193.64,2.261,1.8037,0.7444
19/03/2004,131.01,6.8952,6.8905,0.0351,1.092,69.95,1.1417,1.2224,193.47,2.2786,1.8021,0.7408
22/03/2004,131.82,6.8371,6.736,0.0351,1.0931,70.67,1.1393,1.2281,195.18,2.279,1.8178,0.7455
23/03/2004,131.65,6.8508,6.761,0.0351,1.0931,70.53,1.1366,1.2271,195.4,2.281,1.8193,0.7452
24/03/2004,128.83,6.938,6.837,0.0351,1.1023,69.25,1.1416,1.2078,191.63,2.2839,1.7949,0.7376
25/03/2004,128.76,6.9537,6.835,0.0351,1.0992,68.46,1.1427,1.2087,189.98,2.2687,1.78,0.732
26/03/2004,128.53,6.9566,6.788,0.0351,1.0976,69,1.1467,1.2069,190.27,2.2833,1.7851,0.7394
29/03/2004,128.32,6.9272,6.614,0.0351,1.101,68.76,1.1477,1.2095,189.92,2.2925,1.7896,0.7398
30/03/2004,128.58,6.9103,6.555,0.0351,1.1022,69.44,1.1462,1.2127,191.1,2.2957,1.7984,0.7468
31/03/2004,128.44,6.8475,6.5115,0.0351,1.1016,69.7,1.1465,1.2257,190.82,2.2919,1.8159,0.7589
01/04/2004,128.19,6.818,6.5465,0.0351,1.0947,69.36,1.1483,1.2304,190.77,2.3016,1.8272,0.7628
02/04/2004,126.86,6.9001,6.6355,0.0351,1.1003,68.9,1.1504,1.2087,189.68,2.3196,1.8033,0.7512
05/04/2004,126.11,6.9555,6.644,0.0350,1.1002,68.3,1.1579,1.1965,189.2,2.3282,1.7902,0.7459
06/04/2004,128.07,6.9246,6.5365,0.0350,1.0977,69.47,1.1616,1.2048,192.82,2.3335,1.8127,0.7563
07/04/2004,128.23,6.8695,6.5185,0.0351,1.0973,69.52,1.1608,1.2131,192.21,2.3078,1.8145,0.76
08/04/2004,128.38,6.9284,6.5475,0.0351,1.0947,70.03,1.1572,1.2032,193.05,2.3102,1.8051,0.7562
12/04/2004,127.4,6.9545,6.4945,0.0350,1.0917,69.92,1.1565,1.2026,192.39,2.3182,1.8135,0.7603
13/04/2004,127.39,6.9516,6.789,0.0349,1.1042,69.63,1.1561,1.1899,192.63,2.3234,1.7942,0.7494
14/04/2004,130,6.9335,6.832,0.0350,1.1088,68.98,1.1565,1.1916,193.46,2.2857,1.7667,0.7285
15/04/2004,129.57,6.9152,6.598,0.0349,1.1102,69.11,1.159,1.1937,192.74,2.282,1.7675,0.7357
16/04/2004,129.4,6.8959,6.6515,0.0349,1.1119,68.93,1.1631,1.1948,192.37,2.2903,1.7742,0.7387
19/04/2004,130.19,6.8891,6.724,0.0348,1.1121,69.69,1.1594,1.1974,194.88,2.2981,1.7852,0.7402
20/04/2004,129.08,6.9815,6.7165,0.0346,1.1082,68.34,1.1637,1.1866,192.94,2.3056,1.769,0.7306
21/04/2004,129.46,6.982,6.9685,0.0346,1.1082,67.92,1.1757,1.1794,192.81,2.2919,1.7506,0.7245
22/04/2004,130.3,6.9169,7.0575,0.0345,1.1105,68.78,1.169,1.1852,192.67,2.2791,1.747,0.7286
23/04/2004,129.35,6.9697,6.9765,0.0346,1.1079,68.65,1.1661,1.1799,192.23,2.2945,1.7496,0.7272
26/04/2004,128.93,6.9518,6.9195,0.0346,1.1069,68.46,1.1656,1.1839,193.24,2.2977,1.7657,0.7295
27/04/2004,130.64,6.9,6.84,0.0347,1.1074,69.12,1.1659,1.1896,194.82,2.2861,1.7687,0.7304
28/04/2004,130.34,6.9102,7.1335,0.0346,1.1133,68.63,1.162,1.1802,193.75,2.2792,1.75,0.7183
29/04/2004,131.67,6.8448,7.08,0.0345,1.1153,68.5,1.161,1.1925,194.05,2.2558,1.752,0.7179
30/04/2004,132.29,6.8639,7.18,0.0345,1.114,69.28,1.1543,1.1946,195.45,2.2681,1.7574,0.7184
03/05/2004,131.51,6.9076,7.186,0.0345,1.1101,68.91,1.1545,1.1903,194.48,2.2695,1.7503,0.7182
04/05/2004,132.5,6.7843,7.082,0.0345,1.113,69.24,1.1554,1.2054,195.65,2.2646,1.7712,0.7268
05/05/2004,132.28,6.726,6.969,0.0347,1.1151,69.09,1.1533,1.2133,193.83,2.251,1.7719,0.7296
06/05/2004,132.69,6.7397,7.109,0.0346,1.1196,69.23,1.1463,1.2043,196.13,2.2715,1.7743,0.719
07/05/2004,133.46,6.8275,7.2095,0.0345,1.1203,69.38,1.14,1.1859,199.7,2.291,1.7671,0.7019
10/05/2004,134.69,6.8934,7.124,0.0345,1.1248,69.08,1.1489,1.1831,201.09,2.2722,1.7576,0.6931
11/05/2004,134.11,6.9333,7.0495,0.0346,1.1159,68.54,1.1519,1.183,198.23,2.2463,1.7374,0.6926
12/05/2004,134.44,6.8818,7.0585,0.0344,1.1184,69.28,1.1426,1.1877,199.9,2.2592,1.7536,0.6934
13/05/2004,135.43,6.9174,7.129,0.0344,1.1184,68.69,1.1472,1.179,200.96,2.2627,1.7427,0.6862
14/05/2004,135.56,6.9195,6.888,0.0344,1.1153,68.97,1.1442,1.185,200.07,2.248,1.74,0.6895
17/05/2004,137.48,6.8769,6.969,0.0345,1.1127,68.5,1.148,1.1978,201.5,2.2291,1.7492,0.6819
18/05/2004,136.58,6.9157,6.9565,0.0345,1.1053,68.5,1.1483,1.1914,200.85,2.2365,1.7479,0.6848
19/05/2004,135.75,6.875,6.903,0.0345,1.1031,68.61,1.1485,1.1985,200.31,2.2493,1.7657,0.6966
20/05/2004,134.92,6.9173,6.946,0.0345,1.098,68.58,1.1468,1.1891,199.55,2.2544,1.7545,0.6922
21/05/2004,134.91,6.8752,6.859,0.0345,1.0995,68.48,1.1463,1.1978,200.14,2.2606,1.7708,0.697
24/05/2004,135.5,6.865,6.8145,0.0345,1.106,68.69,1.1474,1.1987,201.51,2.2597,1.7739,0.6966
25/05/2004,135.3,6.8013,6.7505,0.0345,1.1087,69.13,1.146,1.2078,202.01,2.273,1.7936,0.7071
26/05/2004,135.37,6.7762,6.7485,0.0345,1.1084,69.45,1.1384,1.2086,202.4,2.2776,1.798,0.7055
27/05/2004,136.07,6.7063,6.6785,0.0345,1.1062,70.5,1.1305,1.2246,203.19,2.2553,1.8184,0.7167
28/05/2004,134.36,6.7285,6.678,0.0345,1.1072,69.49,1.1343,1.2188,202,2.2647,1.8151,0.7124
01/06/2004,135.47,6.6881,6.55,0.0344,1.1114,69.38,1.1268,1.2201,203.17,2.2672,1.8224,0.7066
02/06/2004,134.37,6.7262,6.679,0.0344,1.1103,68.37,1.1189,1.22,201.62,2.265,1.8177,0.6939
03/06/2004,135.58,6.7077,6.5875,0.0344,1.1165,68.44,1.1154,1.2192,203.62,2.2745,1.823,0.6874
04/06/2004,136.5,6.6686,6.574,0.0344,1.1157,69.22,1.1196,1.2267,204.08,2.2513,1.8233,0.695
07/06/2004,134.99,6.6416,6.6025,0.0344,1.1132,69.42,1.1163,1.2291,201.54,2.2506,1.8234,0.7063
08/06/2004,134.49,6.6891,6.7175,0.0344,1.1103,68.76,1.1168,1.2242,201.12,2.2443,1.8183,0.6989
09/06/2004,132.82,6.7867,6.7825,0.0344,1.115,68.33,1.1174,1.2024,201.93,2.2709,1.8124,0.6891
10/06/2004,132.26,6.8296,6.597,0.0345,1.1065,69.22,1.1013,1.2085,201.33,2.269,1.8271,0.6979
11/06/2004,132.3,6.9075,6.633,0.0345,1.104,69.29,1.1023,1.2085,200.34,2.2688,1.8069,0.6979
14/06/2004,133.83,6.9068,6.7275,0.0345,1.102,69.33,1.1014,1.2043,201.4,2.2515,1.7976,0.6905
